framenr,kanji,keyword,public,last_edited,story
815,至,"climax",0,2013-11-25 04:52:26,"Imagine you’re watching an extremely slow motion film about a landslide. You have seen the soil sliding down from a hill for forever, just waiting for the so-called climax: the soil hitting a wall."
816,室,"room",0,2013-11-25 04:36:51,"A simple room is made up of a roof, some walls, and a dirt floor."
817,到,"arrival",0,2013-11-25 09:41:02,"http://img168.imageshack.us/img168/7731/karatesd3.jpg

Just look at this image..."
818,致,"doth",0,2013-11-25 04:52:59,"(Archaic English for “does”. Humble form of “to do”) You are, in archaic England, asking to see the taskmaster, but get an unusually honest answer from his manservant: “The taskmaster doth usually reach a climax around this time, I’m afraid you have to wait.”"
819,互,"mutually",0,2013-11-25 04:54:51,"if you can combined your *walls* with another house's *walls*, both houses would mutually benefit, by the increase in size...."
820,棄,"abandon",0,2013-11-25 05:02:21,"Think of a really loud and annoying baby, you want to abandon it but it keeps coming back...so you take of your belt by the buckle, and buckle the baby to a tree!"
821,育,"bring up",0,2013-11-25 05:04:14,"I will bring up my *infants* to eat *meat*. I'll not endure any vegetarian children in my house!"
822,撤,"remove",0,2013-11-25 05:07:24,"A terrible yakuza #taskmaster# is #bringing up# his infant. Every time the infant does something wrong... well, you know what happens to yakuzas when they do something wrong."
823,充,"allot",0,2013-11-25 05:10:26,"Each *infant* gets its very own pair of *human legs*, #allotted# by God."
824,銃,"gun",0,2013-11-25 05:12:28,"During war, all *metal* is *allotted* to the effort to make more guns."
825,硫,"sulfur",0,2023-12-13 15:46:15,"Sulphur is like a *rock*, but it can stink like a *stream* of *infant* doodie."
826,流,"current",0,2013-11-25 05:15:44,"INFANT Moses placed in the WATER and sent down the current of the STREAM"
827,允,"license",0,2013-11-25 05:16:19,"In MMA fighting, you have great LICENSE to use your *elbows* and *legs*"
828,唆,"tempt",0,2013-11-25 05:18:04,"Prostitutes in Amsterdam have a *license* to show off their *walking legs* and tempt customers with their *mouths*"
829,出,"exit",0,2013-11-25 05:20:43,"Suddenly, a *cactus* comes out of the ground with a sign that reads: exit. Now you can leave the desert!
(Note: giving this primitive the meaning 'cactus' can be useful later)"
830,山,"mountain",0,2013-11-25 05:22:12,"YOU CAN'T POSSIBLY NEED A MNEMONIC FOR THIS!!!!"
831,拙,"bungling",0,2013-11-25 05:27:38,"The BUNGLING idiot got his finger stuck in the exit"
832,岩,"boulder",0,2013-11-25 05:28:34,"Boulders are *rocks* that fall from the *mountains* above, just like in zelda."
833,炭,"charcoal",0,2013-11-25 05:29:03,"Burn enough charcoal and you'll have a *mountain* of* ash*"
834,岐,"branch off",0,2013-11-25 05:33:33,"Someone is tumbling around the mountains, and it starts to get dark. When you suddenly walks on to a branch (of a tree), you are definitely branched off, finding yourself in a forest instead of a mountain."
835,峠,"mountain pass",0,2013-11-25 05:37:25,"The MOUNTAIN PASS helps you go *up* and *down* the *mountain*"
836,崩,"crumble",0,2013-11-25 05:39:00,"Sept 11: The *twin towers* (= 朋) crumble into a *mountain* of rubble."
837,密,"secrecy",0,2013-11-25 05:40:35,"To maintain secrecy, secret societies invariably have to house themselves on top of the moutains."
838,蜜,"honey",0,2013-11-25 05:41:51,"The house invariably divided into hexagons and is full of insects is where the honey comes from."
839,嵐,"storm",0,2013-11-25 05:43:12,"What a storm! Even a *mountain* was carried off by the *wind*!"
840,崎,"promontory",0,2013-11-25 06:27:27,"This is “Cape Strange” from FRAME 153, only with *mountain* in place of *soil*. Interestingly, there is also 碕 which is made of the primitives* stone* and *strange*. The three kanjis 碕, 埼 and 崎 all have the same meanings and pronunciations. They have very little uses other than names, for which promontory is the clear winner with over 2300 uses in place and people names, while the other two kanjis account for less than 200 names."
841,崖,"bluffs",0,2014-10-08 10:34:55,"Standing at the base of the bluffs I announce, ""I'm going to climb those *ivy-covered cliffs*, and then the *mountain* on top of them."" My friends don't believe me, ""He bluffs!"" they say."
842,入,"enter",0,2013-11-25 06:29:19,"This character is meant to be a picture of someone walking
leftwards, putting one leg forward in order to enter someplace.
Since the “in” side of a character is the left, it should be easy to
remember the writing of this character."
843,込,"crowded",0,2013-11-25 06:42:30,"During a traffic jam it is impossible to get your car to *enter* the *roadway* as it is crowded with cars.  Think of a grid lock so bad cars are litterally scraping up against each other like people on a Japanese train during rush hour."
844,分,"part",0,2013-11-25 06:43:38,"When something is *entered* by a *dagger*, it ends up being cut in several #parts#."
845,貧,"poverty",0,2013-11-25 06:45:41,"In the case of true poverty, not having money is only part of the problem. There are other components as well, like lack of education, class structuring, etc., but that doesn't really matter. Just remember that the money is only part of it, not the whole."
846,頒,"partition",0,2013-11-25 06:50:18,"The PART of my HEAD where I remember the KANJI is in the kanji PARTITION."
847,公,"public",0,2013-11-25 06:52:56,"I always open the doors to the public restrooms with my elbows because I don't want to touch the door with my hands."
848,松,"pine tree",0,2013-11-25 06:55:07,"The TREES in PUBLIC parks are usually pine trees."
849,翁,"venerable old man",0,2013-11-26 03:49:56,"The venerable old man is in the *public* park feeding the *pigeons*"
850,訟,"sue",0,2013-11-26 03:53:13,"Take care what *words* you say in *public* lest you be sued."
851,谷,"valley",0,2013-11-26 03:56:51,"Yea, though I *enter* the valley of the shadow of death, I will fear no evil, for I have brought my *umbrella* and if anything scares me, I will open my *mouth* and scream for help!"
852,浴,"bathe",0,2013-11-26 04:01:09,"The mountain man uses the *water* from the *valley* to bathe."
853,容,"contain",0,2013-11-26 04:03:36,"imagine a house big enough to contain an entire valley.  might want to live there.  And now imagine cleaning it. 
. . . Maybe not . . ."
854,溶,"melt",0,2013-11-26 04:05:19,"Imagine ""WARNING: MAY CONTAIN WATER. DO NOT MELT."" engraved in a bunch of ice cubes you just bought."
855,欲,"longing",0,2013-11-26 04:48:48,"The valley has something my life is lacking.... something I've been longing for.. peace and quiet"
856,裕,"abundant",0,2013-11-26 04:49:46,"Welcome to cloak-valley, the valley where everyone wears cloaks and every shop sells cloaks. Mnemonic : “cloaks are abundant in the valley”."
857,鉛,"lead (metal)",0,2013-11-26 04:58:02,"Lead is a very poisonous metal, and should not enter your mouth"
858,沿,"run alongside",0,2013-11-26 04:55:14,"*Water* in a *gully* #runs alongside# the path."
859,賞,"prize",0,2013-11-26 05:01:36,"You won first PRIZE in a *shell-fish* eating contest.  Unfortunately you spent the whole night in the *outhouse* after."
860,党,"party",0,2013-11-26 05:02:57,"Every major political party, if personified, would look like a giant *outhouse* walking around with * human legs* spewing out a constant stream of bullshit."
861,堂,"hall",0,2013-11-26 15:36:03,"Used in school's dining #hall# 食堂. Story: The food is so bad that you throw it to the *ground* and run to the *outhouse*."
862,常,"usual",0,2013-11-26 15:38:51,"It's usual to take your *towel* with your when you go to the *outhouse* at the onsen (hot springs bath in Japan) so everybody doesn't see your stuff."
863,裳,"skirt",0,2013-11-26 15:40:33,"Compared to pants, a SKIRT is the GARMENT to be wearing when you want to use one of those Japanese toilets. It makes it so much easier: you just walk in the OUTHOUSE hike it up, and do your business."
864,掌,"manipulate",0,2013-11-26 16:17:38,"Instead of magazines, we keep a Rubiks Cube in the *outhouse* to #manipulate#  with your *hands* while you do your business."
865,皮,"pelt",0,2013-11-26 16:21:38,"A pelt is hooked on a branch.

A small tent is made with a pelt and a branch planted in the ground. The mnemonic hints at the first stroke (the hanging pelt) and the hook at the end of the second stroke.

This is chinese radical #107  meaning “skin”."
866,波,"waves",0,2013-11-26 16:22:34,"The Inuit used *water*-proof seal *pelts* for their kayaks, to travel the waves."
867,婆,"old woman",0,2013-11-26 16:23:24,"An old woman is seen here as a woman with waves (i.e. wrinkles, creases)."
868,披,"expose",0,2013-11-26 16:24:43,"Eskimos don't want to expose their fingers from their pelted mitts"
869,破,"rend",0,2013-11-26 16:25:34,"Before the invention of scissors or knives, sharp STONES were used to REND PELTs, so that caveman designers could complete new styles for the upcoming year."
870,被,"incur",0,2013-11-26 16:26:32,"A #cloak# of fur (#pelt#) will * incur* the wrath of animal lovers."
871,残,"remainder",0,2013-11-26 16:27:57,"After the cannibal *float* had passed the crowd, all that #remained# were *bones*."
872,殉,"martyrdom",0,2013-11-26 16:30:08,"To commemorate the saint's #martyrdom# his BONES will be displayed for a  10-DAY-PERIOD (decameron)."
873,殊,"particularly",0,2013-11-26 16:34:32,"""Not PARTICULARLY,"" I said when  asked if I was interested in buying a *vermillion* *bone*"
874,殖,"augment",0,2013-11-26 16:37:12,"Wolverine has had his body specially augmented.  He has special super-*bones* and the ability to heal *straightaway* after any injury."
875,列,"file",0,2013-11-26 16:37:30,"A line of skeletal warriors, all armed with sabers."
876,裂,"split",0,2017-01-06 04:32:58,"They tried issuing the *skeleton warriors* with proper *garments* to wear, but they kept getting split by the sharp bones or by their *sabres*. In the end, it was decided they look scarier naked anyway."
877,烈,"ardent",0,2013-11-26 16:46:23,"Ardent followers (skeleton army), {812}, would *file* over *hot coals* for their master."
878,死,"death",0,2013-11-26 16:47:53,"Imagine the grim reaper (the bringer of death), carrying a *spoon* made of human *bones* instead of a scythe."
879,葬,"interment",0,2013-11-26 16:49:00,"During the interment ceremony, the grandchildren placed *flowers* over the *dead* body while the widow sat praying with *two hands*."
880,瞬,"wink",0,2013-11-26 16:51:37,"Imagine Snoopy winking with his big *eyes* (and a happy smile) standing next to Woodstocks *Birdhouse*, woodstock being so cool that he wears little *sunglasses*."
881,耳,"ear",0,2013-11-26 16:52:26,"just remember it"
882,取,"take",0,2013-11-27 16:57:21,"Someone does the classic magic trick of pretending to take something out of their ear (such as a coin). Or maybe it is a cigarette or a pen that you take from behind the ear (the crotch of the ear)."
883,趣,"gist",0,2013-11-27 16:59:55,"Pickpocket advice: It's simple, FIRST *run*, then *take*. Yeah, that's the gist of it!"
884,最,"utmost",0,2013-11-27 17:01:56,"TAKE the UTMOST care when you SUN bath all DAY, or you'll get burned from your EARS to your CROTCH."
885,撮,"snapshot",0,2013-11-27 17:05:49,"Take the *utmost* care that you don't have your *finger* in the way when you take a snapshot."
886,恥,"shame",0,2013-11-27 17:08:35,"This chinese character explains how shame stands between social expectations (the *ear* listening to the outside world) and one's own expectations (one's *heart*)."
